school-code,ng,E,D,D+,C,C+,B,B+,A,A+,total,class,year
4555,0,1,1,3,8,7,3,0,0,0,23,11,2075
4556,0,3,0,0,17,21,1,0,0,0,42,11,2075
4557,0,0,0,0,11,3,4,0,0,0,18,11,2075
4558,0,3,0,0,6,41,33,5,0,0,88,11,2075
4559,0,3,0,9,29,15,1,2,0,0,59,11,2075
4560,0,0,0,5,10,1,0,0,0,0,16,11,2075
4561,0,3,0,2,8,21,16,7,1,0,58,11,2075
4562,0,0,0,2,5,7,5,0,0,0,19,11,2075
4563,0,0,0,3,11,8,1,0,0,0,23,11,2075
4564,0,0,0,0,2,11,4,1,0,0,18,11,2075
4565,0,0,0,3,10,11,1,0,0,0,25,11,2075
4566,0,15,3,11,4,7,5,0,0,0,45,11,2075
4567,0,1,0,0,0,3,5,6,0,0,15,11,2075
4568,0,1,0,1,5,3,2,1,0,0,13,11,2075
4601,0,5,0,1,21,29,16,5,0,0,77,11,2075
4602,0,2,0,8,36,33,20,2,1,0,102,11,2075
4603,0,9,1,17,46,57,15,5,0,0,150,11,2075
4604,0,2,0,11,49,19,1,1,0,0,83,11,2075
4605,0,0,0,2,17,18,5,0,0,0,42,11,2075
4606,0,4,4,26,51,20,12,1,0,0,118,11,2075
4607,0,2,3,8,48,30,10,0,0,0,101,11,2075
4608,0,1,0,11,37,8,1,0,0,0,58,11,2075
4609,0,0,0,4,16,46,16,2,0,0,84,11,2075
4610,0,0,0,0,19,23,4,0,0,0,46,11,2075
4611,0,8,0,17,72,100,48,11,0,0,256,11,2075
4612,0,2,0,6,11,3,0,0,0,0,22,11,2075
4613,0,1,0,7,39,14,5,0,0,0,66,11,2075
4614,0,2,0,2,18,20,16,5,0,0,63,11,2075
4615,0,11,3,20,41,80,43,15,1,0,214,11,2075
4616,0,0,0,1,14,12,9,0,0,0,36,11,2075
4617,0,0,0,3,10,13,2,2,0,0,30,11,2075
4618,0,1,0,7,7,7,5,0,0,0,27,11,2075
4619,0,2,0,3,11,13,1,0,0,0,30,11,2075
4620,0,0,0,3,15,11,2,0,0,0,31,11,2075
4621,0,1,0,0,11,18,10,1,0,0,41,11,2075
4622,0,2,0,1,24,31,3,1,0,0,62,11,2075
4623,0,1,0,9,14,13,0,0,0,0,37,11,2075
4624,0,0,0,0,12,16,6,3,0,0,37,11,2075
4625,0,2,0,5,16,7,1,0,0,0,31,11,2075
4626,0,0,0,1,5,19,4,0,0,0,29,11,2075
4627,0,0,0,2,6,10,8,2,0,0,28,11,2075
4628,0,1,2,14,19,22,6,3,1,0,68,11,2075
4629,0,3,2,7,24,8,1,0,0,0,45,11,2075
4630,0,3,1,10,20,11,0,0,0,0,45,11,2075
4631,0,2,0,3,19,17,4,0,0,0,45,11,2075
4632,0,3,0,1,22,21,4,0,0,0,51,11,2075
4633,0,0,0,0,3,20,2,1,0,0,26,11,2075
4634,0,0,1,5,14,8,2,0,0,0,30,11,2075
4635,0,3,0,1,14,24,3,0,0,0,45,11,2075
4636,0,0,0,1,14,18,3,0,0,0,36,11,2075
4637,0,1,0,3,11,6,1,0,0,0,22,11,2075
4638,0,1,0,9,10,17,3,0,0,0,40,11,2075
4639,0,0,0,0,17,11,1,0,0,0,29,11,2075
4640,0,0,0,0,4,12,1,1,0,0,18,11,2075
4641,0,2,0,1,16,18,1,0,0,0,38,11,2075
4642,0,0,0,1,10,17,4,0,0,0,32,11,2075
4643,0,1,0,4,11,10,1,0,0,0,27,11,2075
4644,0,0,0,5,3,4,2,1,0,0,15,11,2075
4645,0,2,0,1,7,15,0,0,0,0,25,11,2075
4646,0,1,0,1,1,5,6,3,0,0,17,11,2075
4647,0,1,0,3,8,3,0,1,0,0,16,11,2075
4648,0,0,0,4,3,3,0,0,0,0,10,11,2075
4649,0,1,0,1,6,13,4,0,0,0,25,11,2075
4650,0,0,0,1,8,7,6,0,0,0,22,11,2075
4651,0,2,0,0,8,17,3,0,0,0,30,11,2075
4652,0,2,0,6,30,23,6,2,0,0,69,11,2075
4653,0,0,0,0,8,11,2,0,0,0,21,11,2075
4654,0,1,0,0,6,8,1,1,1,0,18,11,2075
4655,0,0,0,1,13,6,0,0,0,0,20,11,2075
4656,0,3,0,1,5,8,0,0,0,0,17,11,2075
4657,0,2,0,1,5,13,8,2,0,0,31,11,2075
4658,0,5,0,3,9,7,1,0,0,0,25,11,2075
4701,0,2,1,12,37,32,5,1,0,0,90,11,2075
4702,0,6,0,8,45,38,21,1,0,0,119,11,2075
4703,0,0,1,4,11,5,5,1,0,0,27,11,2075
4704,0,1,0,3,14,17,6,0,0,0,41,11,2075
4705,0,8,2,10,42,17,0,0,0,0,79,11,2075
4706,0,1,0,6,28,28,8,0,0,0,71,11,2075
4707,0,1,1,1,9,18,2,0,0,0,32,11,2075
4708,0,2,1,2,7,11,10,2,0,0,35,11,2075
4709,0,0,0,2,13,4,2,0,0,0,21,11,2075
4710,0,7,0,7,18,32,3,2,0,0,69,11,2075
4711,0,3,2,9,32,41,40,34,8,0,169,11,2075
4712,0,12,0,8,22,18,1,0,0,0,61,11,2075
4713,0,0,0,2,15,17,6,0,0,0,40,11,2075
4714,0,2,2,3,25,24,3,0,0,0,59,11,2075
4715,0,2,1,9,39,28,8,0,0,0,87,11,2075
4716,0,0,0,0,12,8,7,0,0,0,27,11,2075
4717,0,4,0,5,11,13,7,1,0,0,41,11,2075
4718,0,28,5,56,137,146,53,12,2,0,439,11,2075
4719,0,3,0,10,32,18,3,0,0,0,66,11,2075
4720,0,2,3,10,29,22,19,2,0,0,87,11,2075
4721,0,0,0,2,9,7,1,1,0,0,20,11,2075
4722,0,2,3,7,20,7,5,2,0,0,46,11,2075
4723,0,5,0,1,11,10,0,0,0,0,27,11,2075
4724,0,2,0,4,13,7,2,0,0,0,28,11,2075
4725,0,3,1,22,48,23,1,0,0,0,98,11,2075
4726,0,1,1,6,15,9,1,0,0,0,33,11,2075
4727,0,2,0,4,11,16,5,0,0,0,38,11,2075
4728,0,1,0,2,7,17,5,0,0,0,32,11,2075
4729,0,1,1,3,12,11,0,1,0,0,29,11,2075
4730,0,1,0,4,21,16,5,0,0,0,47,11,2075
4731,0,19,1,32,75,88,29,2,0,0,246,11,2075
4732,0,2,4,18,27,35,23,10,2,0,121,11,2075
4733,0,1,0,3,14,11,6,0,0,0,35,11,2075
4734,0,10,0,3,20,18,1,1,0,0,53,11,2075
4735,0,0,0,5,18,18,4,2,0,0,47,11,2075
4736,0,1,2,12,18,12,2,0,0,0,47,11,2075
4737,0,0,1,2,18,13,1,0,0,0,35,11,2075
4738,0,2,1,9,5,14,6,3,0,0,40,11,2075
4739,0,2,0,4,35,29,5,0,0,0,75,11,2075
4740,0,0,1,6,18,21,4,0,0,0,50,11,2075
4741,0,2,0,2,8,9,3,0,0,0,24,11,2075
4742,0,0,1,5,10,7,0,0,0,0,23,11,2075
4743,0,3,0,2,5,12,5,1,0,0,28,11,2075
4744,0,0,0,2,9,8,2,0,0,0,21,11,2075
4745,0,0,0,1,8,14,4,1,0,0,28,11,2075
4746,0,2,3,3,4,10,8,1,0,0,31,11,2075
4747,0,3,0,4,11,11,1,0,0,0,30,11,2075
4748,0,0,0,6,13,8,4,0,0,0,31,11,2075
4749,0,0,1,2,9,1,0,0,0,0,13,11,2075
4750,0,0,0,4,7,10,2,0,0,0,23,11,2075
4751,0,2,0,2,5,9,9,0,0,0,27,11,2075
4752,0,3,0,2,8,18,3,0,0,0,34,11,2075
4753,0,0,0,0,9,32,6,2,0,0,49,11,2075
4754,0,0,0,0,7,7,2,0,0,0,16,11,2075
4755,0,5,0,1,12,9,2,1,0,0,30,11,2075
4756,0,3,0,0,9,29,10,0,0,0,51,11,2075
4757,0,0,0,0,12,26,8,0,0,0,46,11,2075
4758,0,2,0,8,23,19,2,0,0,0,54,11,2075
4759,0,2,0,0,8,20,5,0,0,0,35,11,2075
4760,0,1,1,5,4,3,4,1,0,0,19,11,2075
4761,0,0,0,2,15,7,3,0,0,0,27,11,2075
4762,0,0,0,0,3,3,7,0,0,0,13,11,2075
4763,0,0,0,6,10,8,1,1,0,0,26,11,2075
4764,0,3,0,0,7,5,1,0,0,0,16,11,2075
4765,0,2,0,3,15,1,0,0,0,0,21,11,2075
4766,0,0,0,0,2,6,4,0,0,0,12,11,2075
4768,0,0,0,1,0,8,3,1,0,0,13,11,2075
4801,0,5,8,30,50,33,13,3,2,0,144,11,2075
4802,0,7,5,23,88,76,58,23,0,0,280,11,2075
4803,0,16,2,22,60,108,23,1,0,0,232,11,2075
4805,0,8,3,18,38,16,5,0,0,0,88,11,2075
4806,0,7,1,28,43,26,7,0,0,0,112,11,2075
4807,0,2,7,22,40,27,12,0,0,0,110,11,2075
4808,0,36,6,45,56,94,36,10,1,0,284,11,2075
4810,0,11,5,30,88,92,36,8,1,0,271,11,2075
4811,0,8,0,9,20,18,2,1,0,0,58,11,2075
4812,0,6,0,4,19,17,0,0,0,0,46,11,2075
4813,0,1,4,25,45,23,4,2,0,0,104,11,2075
4814,0,4,0,12,29,21,5,6,0,0,77,11,2075
4815,0,6,1,25,81,145,132,60,15,0,465,11,2075
4816,0,4,0,7,25,30,11,7,2,0,86,11,2075
4817,0,0,0,0,4,6,3,3,1,0,17,11,2075
4818,0,4,11,23,28,28,12,7,1,0,114,11,2075
4819,0,2,9,18,36,25,13,5,1,0,109,11,2075
4820,0,3,3,24,46,17,6,1,0,0,100,11,2075
4821,0,6,5,17,61,21,5,1,0,0,116,11,2075
4822,0,9,11,62,85,41,16,6,1,0,231,11,2075
4824,0,5,0,5,18,27,6,2,0,0,63,11,2075
4825,0,2,1,11,34,10,3,1,0,0,62,11,2075
4826,0,3,0,8,30,63,49,31,3,0,187,11,2075
4827,0,0,0,0,4,5,3,5,2,0,19,11,2075
4828,0,2,1,4,11,15,2,0,0,0,35,11,2075
4829,0,0,1,5,12,18,4,1,0,0,41,11,2075
4830,0,1,1,8,24,24,10,1,0,0,69,11,2075
4831,0,2,0,2,28,14,0,0,0,0,46,11,2075
4832,0,2,1,11,22,22,9,4,0,0,71,11,2075
4833,0,1,3,8,27,28,11,3,0,0,81,11,2075
4834,0,2,10,14,32,20,9,1,0,0,88,11,2075
4835,0,2,1,7,33,34,9,2,0,0,88,11,2075
4836,0,3,1,9,13,12,4,6,4,0,52,11,2075
4837,0,16,0,20,71,97,37,5,1,0,247,11,2075
4838,0,3,0,3,17,35,8,6,0,0,72,11,2075
4839,0,1,0,2,11,7,1,0,0,0,22,11,2075
4840,0,0,0,1,4,5,1,0,0,0,11,11,2075
4841,0,25,2,4,13,13,7,3,0,0,67,11,2075
4842,0,0,0,2,9,6,5,0,0,0,22,11,2075
4843,0,16,30,78,172,215,140,75,9,0,735,11,2075
4844,0,7,0,6,15,11,3,0,0,0,42,11,2075
4845,0,0,5,9,19,27,20,8,0,0,88,11,2075
4846,0,9,0,12,40,27,5,0,0,0,93,11,2075
4847,0,0,0,1,18,16,2,0,0,0,37,11,2075
4848,0,8,0,8,24,30,9,2,0,0,81,11,2075
4850,0,1,2,22,19,15,1,0,0,0,60,11,2075
4851,0,0,0,1,11,21,3,2,0,0,38,11,2075
4852,0,3,0,10,34,79,75,29,8,1,239,11,2075
4853,0,2,0,4,16,32,10,2,0,0,66,11,2075
4854,0,7,2,18,35,15,2,2,0,0,81,11,2075
4855,0,1,0,4,16,17,4,1,0,0,43,11,2075
4856,0,3,1,2,17,21,9,3,1,0,57,11,2075
4857,0,2,3,8,24,12,2,0,0,0,51,11,2075
4858,0,0,0,5,12,8,1,1,0,0,27,11,2075
4859,0,3,0,2,18,17,2,0,0,0,42,11,2075
4860,0,7,14,31,66,45,14,2,1,0,180,11,2075
4861,0,2,3,7,35,15,6,0,0,0,68,11,2075
4862,0,2,1,7,27,19,1,0,0,0,57,11,2075
4863,0,0,0,4,5,6,4,2,0,0,21,11,2075
4864,0,1,1,4,35,11,2,0,0,0,54,11,2075
4865,0,1,4,19,27,7,3,1,0,0,62,11,2075
4867,0,6,6,13,12,19,27,13,1,0,97,11,2075
4868,0,1,0,5,13,3,3,4,0,0,29,11,2075
4869,0,4,1,15,44,54,30,6,2,0,156,11,2075
4870,0,0,0,1,13,11,4,1,0,0,30,11,2075
4872,0,1,0,1,8,12,8,2,0,0,32,11,2075
4873,0,2,0,0,18,20,10,1,0,0,51,11,2075
4874,0,0,1,4,10,4,0,0,0,0,19,11,2075
4875,0,0,1,8,3,9,1,0,0,0,22,11,2075
4876,0,0,2,3,9,6,12,0,0,0,32,11,2075
4877,0,1,2,7,15,13,6,7,0,0,51,11,2075
4878,0,0,0,1,2,4,0,4,1,0,12,11,2075
4879,0,0,0,6,8,16,5,4,0,0,39,11,2075
4880,0,0,0,6,18,9,6,0,0,0,39,11,2075
4881,0,3,0,3,35,52,22,14,1,0,130,11,2075
4882,0,1,0,6,7,18,7,3,0,0,42,11,2075
4883,0,1,0,5,15,9,1,0,0,0,31,11,2075
4884,0,0,2,13,20,11,2,1,0,0,49,11,2075
4885,0,0,0,1,7,11,5,0,0,0,24,11,2075
4886,0,0,0,5,14,25,13,7,0,0,64,11,2075
4887,0,3,0,1,19,7,0,0,0,0,30,11,2075
4888,0,0,6,9,10,6,3,0,0,0,34,11,2075
4889,0,2,0,4,9,9,1,0,0,0,25,11,2075
4890,0,4,0,6,32,15,2,0,0,0,59,11,2075
4891,0,1,0,1,6,20,6,0,0,0,34,11,2075
4892,0,2,1,11,19,9,6,1,0,0,49,11,2075
4893,0,3,0,2,9,4,0,0,0,0,18,11,2075
4894,0,0,0,2,4,5,0,1,0,0,12,11,2075
4895,0,1,0,1,10,3,2,0,0,0,17,11,2075
4899,0,0,0,6,6,1,1,0,0,0,14,11,2075
4901,0,9,6,23,55,91,20,1,1,0,206,11,2075
4902,0,5,2,13,17,23,7,1,0,0,68,11,2075
4903,0,1,1,11,33,17,2,0,0,0,65,11,2075
4904,0,7,0,7,33,69,41,21,6,1,185,11,2075
4905,0,7,1,13,77,186,247,187,56,11,785,11,2075
4906,0,3,3,30,46,85,77,38,6,0,288,11,2075
4907,0,28,29,78,132,60,28,5,0,0,360,11,2075
4908,0,61,56,147,194,112,33,4,1,0,608,11,2075
4909,0,1,12,7,11,12,0,3,0,0,46,11,2075
4912,0,7,4,18,55,27,7,2,0,0,120,11,2075
4913,0,4,5,18,60,60,26,14,0,0,187,11,2075
4914,0,1,2,2,9,9,8,3,0,0,34,11,2075
4915,0,5,0,8,15,54,12,0,0,0,94,11,2075
4916,0,9,7,36,94,41,12,2,0,0,201,11,2075
4917,0,8,5,13,94,107,15,5,0,0,247,11,2075
4918,0,0,0,3,16,48,36,11,4,0,118,11,2075
4919,0,9,2,22,58,67,76,50,16,0,300,11,2075
4920,0,5,1,7,83,197,185,96,10,0,584,11,2075
4921,0,1,0,9,71,47,12,0,0,0,140,11,2075
4923,0,4,2,9,36,54,18,1,1,0,125,11,2075
4924,0,24,1,18,79,68,16,9,0,0,215,11,2075
4925,0,1,3,23,34,47,50,18,8,0,184,11,2075
4926,0,6,7,36,95,171,158,104,23,1,601,11,2075
4927,0,0,3,12,33,68,43,6,0,0,165,11,2075
4928,0,8,13,41,62,58,28,6,0,0,216,11,2075
4929,0,3,0,4,35,37,16,3,1,0,99,11,2075
4930,0,0,1,3,8,2,2,1,0,0,17,11,2075
4931,0,4,3,10,41,63,11,0,0,0,132,11,2075
4932,0,1,3,10,20,33,9,2,0,0,78,11,2075
4933,0,13,1,44,115,36,5,0,0,0,214,11,2075
4934,0,8,0,32,53,29,9,2,0,0,133,11,2075
4935,0,14,0,10,17,12,2,0,0,0,55,11,2075
4936,0,5,2,5,21,14,2,0,0,0,49,11,2075
4937,0,12,8,38,97,197,122,36,3,0,513,11,2075
4938,0,5,8,17,31,13,2,0,0,0,76,11,2075
4939,0,14,17,45,51,40,22,6,0,0,195,11,2075
4940,0,11,0,34,45,43,23,5,0,0,161,11,2075
4941,0,7,3,26,44,32,5,1,0,0,118,11,2075
4942,0,3,2,30,33,12,4,0,1,0,85,11,2075
4943,0,4,1,12,32,13,1,0,0,0,63,11,2075
4944,0,12,17,39,83,78,83,46,6,1,365,11,2075
4945,0,17,7,45,73,53,48,15,1,0,259,11,2075
4946,0,1,1,8,25,20,7,0,0,0,62,11,2075
4947,0,28,4,37,135,271,296,140,18,0,929,11,2075
4948,0,0,0,6,23,16,1,0,0,0,46,11,2075
4949,0,7,2,32,88,113,61,10,0,0,313,11,2075
4950,0,7,0,4,58,66,22,2,0,0,159,11,2075
4951,0,5,2,30,44,14,4,0,0,0,99,11,2075
4952,0,2,0,1,7,13,3,0,0,0,26,11,2075
4953,0,8,8,21,47,29,14,0,0,0,127,11,2075
4954,0,4,3,9,11,8,6,1,0,0,42,11,2075
4955,0,4,0,1,16,44,10,0,0,0,75,11,2075
4956,0,1,0,6,30,18,4,0,0,0,59,11,2075
4957,0,5,1,10,45,12,2,0,0,0,75,11,2075
4958,0,6,13,37,56,36,26,7,2,0,183,11,2075
4959,0,4,0,3,41,65,43,29,6,0,191,11,2075
4961,0,5,4,31,39,39,46,25,1,0,190,11,2075
4962,0,3,0,8,17,6,5,0,0,0,39,11,2075
4963,0,0,0,0,0,1,9,0,0,0,10,11,2075
4964,0,1,0,3,15,4,0,0,0,0,23,11,2075
4965,0,1,0,1,10,16,4,1,0,0,33,11,2075
4966,0,11,4,29,67,54,20,7,1,0,193,11,2075
4967,0,0,2,6,8,7,5,2,0,0,30,11,2075
4968,0,0,0,2,3,8,4,0,0,0,17,11,2075
4969,0,3,0,2,19,16,3,0,0,0,43,11,2075
4970,0,7,2,19,35,18,2,0,0,0,83,11,2075
4971,0,2,6,10,26,20,4,1,0,0,69,11,2075
4972,0,1,3,28,36,56,39,20,1,0,184,11,2075
4973,0,6,0,13,45,31,9,1,0,0,105,11,2075
4974,0,4,1,8,44,37,7,0,0,0,101,11,2075
4975,0,1,0,1,11,26,28,28,2,0,97,11,2075
4976,0,0,2,6,5,3,3,1,0,0,20,11,2075
4977,0,0,0,3,3,2,2,3,0,0,13,11,2075
4978,0,22,9,37,95,83,33,4,1,0,284,11,2075
4979,0,6,0,3,7,1,1,0,0,0,18,11,2075
4980,0,3,4,12,47,42,33,18,0,0,159,11,2075
4981,0,5,1,1,15,20,1,0,0,0,43,11,2075
4982,0,13,0,17,37,9,0,0,0,0,76,11,2075
4983,0,0,0,3,10,14,9,5,1,0,42,11,2075
4984,0,1,1,9,48,39,7,1,0,0,106,11,2075
4985,0,3,0,6,12,56,107,136,79,10,409,11,2075
4986,0,0,0,2,1,1,0,0,0,0,4,11,2075
4987,0,2,0,1,11,28,5,1,0,0,48,11,2075
4988,0,2,2,3,5,2,3,1,0,0,18,11,2075
4989,0,7,2,9,38,36,17,1,0,0,110,11,2075
4990,0,0,0,15,9,2,0,0,0,0,26,11,2075
4991,0,0,0,0,5,24,41,32,8,0,110,11,2075
4992,0,1,0,1,15,27,66,52,11,0,173,11,2075
4993,0,1,2,21,48,41,16,9,0,0,138,11,2075
4994,0,0,0,2,3,6,6,3,0,0,20,11,2075
4995,0,2,0,2,5,7,6,11,2,0,35,11,2075
4996,0,1,0,5,10,23,23,15,3,0,80,11,2075
4998,0,8,0,15,63,112,160,115,33,1,507,11,2075
4999,0,0,0,2,5,3,1,0,0,0,11,11,2075
5001,0,7,4,17,27,34,16,9,1,0,115,11,2075
5002,0,15,2,42,95,89,26,8,1,0,278,11,2075
5003,0,0,1,8,38,11,8,0,0,0,66,11,2075
5004,0,4,0,19,32,22,2,1,0,0,80,11,2075
5005,0,4,1,4,20,35,4,2,0,0,70,11,2075
5006,0,5,2,23,48,14,2,0,0,0,94,11,2075
5007,0,8,7,29,50,52,32,4,2,0,184,11,2075
5008,0,3,1,16,27,19,18,4,1,0,89,11,2075
5009,0,14,6,21,57,49,31,8,1,0,187,11,2075
5010,0,2,3,6,26,29,23,16,2,0,107,11,2075
5011,0,0,0,3,9,6,6,2,1,0,27,11,2075
5012,0,2,0,6,32,26,5,4,0,0,75,11,2075
5013,0,3,1,18,24,7,1,0,0,0,54,11,2075
5014,0,1,0,9,26,16,1,0,0,0,53,11,2075
5016,0,2,1,9,37,25,7,0,0,0,81,11,2075
5017,0,4,0,6,34,39,13,0,0,0,96,11,2075
5018,0,1,0,6,15,16,1,0,0,0,39,11,2075
5019,0,1,1,4,16,16,3,0,0,0,41,11,2075
5020,0,2,0,12,28,14,5,0,0,0,61,11,2075
5021,0,7,1,12,58,30,6,0,0,0,114,11,2075
5022,0,0,0,9,24,7,1,0,0,0,41,11,2075
5023,0,0,2,27,25,16,5,0,0,0,75,11,2075
5024,0,1,0,7,4,3,2,0,0,0,17,11,2075
5025,0,0,0,4,12,5,0,1,0,0,22,11,2075
5026,0,6,3,13,31,34,20,6,0,0,113,11,2075
5027,0,1,0,6,22,7,2,0,0,0,38,11,2075
5028,0,0,0,4,19,11,7,5,0,0,46,11,2075
5029,0,1,1,13,12,19,6,0,0,0,52,11,2075
5030,0,2,0,1,23,10,5,0,0,0,41,11,2075
5031,0,1,1,1,7,2,0,0,0,0,12,11,2075
5032,0,1,0,1,5,7,4,0,0,0,18,11,2075
5033,0,2,0,8,7,6,2,1,0,0,26,11,2075
5034,0,2,1,11,22,9,3,1,0,0,49,11,2075
5035,0,1,0,7,8,6,0,0,0,0,22,11,2075
5036,0,3,0,1,4,6,0,0,0,0,14,11,2075
5038,0,2,1,4,19,10,2,0,0,0,38,11,2075
5039,0,2,1,6,2,3,0,0,0,0,14,11,2075
5040,0,1,0,0,5,4,8,6,4,0,28,11,2075
5041,0,0,0,2,5,1,1,0,0,0,9,11,2075
5042,0,0,1,3,8,4,1,1,0,0,18,11,2075
5043,0,0,0,0,6,3,5,0,0,0,14,11,2075
5047,0,0,0,2,6,2,5,2,1,0,18,11,2075
5048,0,0,0,0,3,9,7,2,0,0,21,11,2075
5049,0,0,0,2,11,10,0,0,0,0,23,11,2075
5050,0,0,0,1,0,4,3,0,0,0,8,11,2075
5051,0,2,0,4,10,9,3,0,0,0,28,11,2075
5101,0,0,0,2,27,15,4,1,0,0,49,11,2075
5102,0,0,0,2,16,8,2,0,0,0,28,11,2075
5103,0,2,0,4,31,54,21,5,0,0,117,11,2075
5104,0,0,0,0,11,12,6,0,0,0,29,11,2075
5105,0,1,1,2,8,16,9,1,0,0,38,11,2075
5107,0,1,0,2,25,24,11,1,0,0,64,11,2075
5108,0,5,0,12,46,23,6,2,0,0,94,11,2075
5109,0,14,11,41,120,80,49,4,1,0,320,11,2075
5110,0,2,0,1,32,25,0,0,0,0,60,11,2075
5111,0,1,0,2,35,39,6,1,0,0,84,11,2075
5112,0,0,0,2,19,28,2,0,0,0,51,11,2075
5113,0,1,2,9,27,15,0,1,0,0,55,11,2075
5114,0,1,0,7,17,12,5,1,1,0,44,11,2075
5115,0,5,0,10,35,25,6,0,0,0,81,11,2075
5116,0,1,0,0,5,7,5,1,0,0,19,11,2075
5117,0,2,0,9,21,21,2,0,0,0,55,11,2075
5118,0,1,0,8,28,10,4,1,0,0,52,11,2075
5119,0,0,0,1,10,23,12,0,0,0,46,11,2075
5120,0,2,0,1,11,20,7,1,0,0,42,11,2075
5121,0,0,0,2,16,8,3,0,0,0,29,11,2075
5122,0,0,1,0,3,9,4,1,0,0,18,11,2075
5123,0,2,0,5,20,19,5,0,0,0,51,11,2075
5124,0,0,0,1,7,7,1,0,0,0,16,11,2075
5125,0,1,1,1,17,11,2,0,0,0,33,11,2075
5126,0,2,0,6,17,15,4,0,0,0,44,11,2075
5127,0,0,0,0,18,10,6,1,0,0,35,11,2075
5128,0,0,0,0,7,30,7,0,0,0,44,11,2075
5129,0,0,0,4,15,5,1,0,0,0,25,11,2075
5130,0,0,0,3,21,6,0,0,0,0,30,11,2075
5131,0,0,0,1,14,20,3,1,0,0,39,11,2075
5132,0,0,0,2,5,14,7,0,0,0,28,11,2075
5133,0,2,0,4,6,13,1,2,0,0,28,11,2075
5134,0,2,0,10,6,6,1,0,0,0,25,11,2075
5135,0,1,0,2,8,21,5,0,0,0,37,11,2075
5136,0,0,1,7,6,0,0,0,0,0,14,11,2075
5138,0,0,0,1,6,17,5,0,0,0,29,11,2075
5139,0,2,0,0,2,5,0,0,0,0,9,11,2075
5140,0,0,0,0,3,15,4,0,0,0,22,11,2075
5201,0,1,3,23,48,23,3,0,0,0,101,11,2075
5202,0,4,1,20,70,52,8,2,0,0,157,11,2075
5203,0,5,0,3,42,30,6,2,0,0,88,11,2075
5204,0,11,5,47,121,63,13,0,0,0,260,11,2075
5205,0,2,1,9,39,34,6,0,0,0,91,11,2075
5206,0,4,2,19,49,15,5,0,0,0,94,11,2075
5207,0,10,2,6,31,26,9,2,0,0,86,11,2075
5208,0,10,2,17,27,23,6,0,0,0,85,11,2075
5209,0,0,1,1,7,10,5,1,0,0,25,11,2075
5210,0,0,0,1,14,24,8,4,0,0,51,11,2075
5211,0,2,0,0,11,31,24,3,0,0,71,11,2075
5212,0,13,5,46,118,79,23,1,0,0,285,11,2075
5214,0,4,1,7,14,5,0,0,0,0,31,11,2075
5215,0,1,0,3,18,12,3,0,0,0,37,11,2075
5216,0,2,0,1,11,16,5,2,0,0,37,11,2075
5217,0,0,0,2,11,10,2,2,0,0,27,11,2075
5218,0,4,0,2,12,18,3,1,0,0,40,11,2075
5219,0,1,0,5,6,3,0,0,0,0,15,11,2075
5220,0,0,2,4,8,7,3,0,0,0,24,11,2075
5221,0,1,0,3,13,22,7,0,0,0,46,11,2075
5222,0,7,0,1,6,5,3,0,0,0,22,11,2075
5301,0,44,6,98,206,56,10,1,0,0,421,11,2075
5302,0,15,3,35,46,14,1,0,0,0,114,11,2075
5303,0,2,1,2,31,20,2,0,0,0,58,11,2075
5304,0,1,0,15,36,26,5,0,0,0,83,11,2075
5305,0,4,0,0,14,4,0,0,0,0,22,11,2075
5306,0,2,1,18,18,9,1,0,0,0,49,11,2075
5307,0,0,0,4,28,9,3,0,0,0,44,11,2075
5308,0,3,2,12,27,8,2,0,0,0,54,11,2075
5309,0,0,0,4,17,13,2,0,0,0,36,11,2075
5310,0,11,1,19,46,19,0,1,0,0,97,11,2075
5311,0,4,0,17,43,10,1,0,0,0,75,11,2075
5312,0,1,0,3,1,4,1,0,0,0,10,11,2075
5313,0,2,0,9,12,2,0,0,0,0,25,11,2075
5314,0,5,0,6,18,6,2,1,0,0,38,11,2075
5315,0,6,0,4,0,0,0,0,0,0,10,11,2075
5316,0,3,0,5,17,4,0,0,0,0,29,11,2075
5317,0,1,0,6,5,0,0,0,0,0,12,11,2075
5318,0,2,0,18,35,2,1,0,0,0,58,11,2075
5319,0,2,0,4,11,9,2,0,0,0,28,11,2075
5320,0,1,0,2,11,3,3,0,0,0,20,11,2075
5321,0,4,0,4,20,5,1,0,0,0,34,11,2075
5322,0,0,0,3,2,0,0,0,0,0,5,11,2075
5401,0,25,0,6,51,139,44,0,0,0,265,11,2075
5402,0,13,0,13,60,123,70,6,0,0,285,11,2075
5403,0,10,0,2,49,63,28,1,0,0,153,11,2075
5404,0,11,0,1,32,94,18,1,0,0,157,11,2075
5405,0,11,3,30,124,75,9,0,0,0,252,11,2075
5406,0,16,0,2,42,126,39,2,0,0,227,11,2075
5407,0,10,1,36,109,49,4,0,0,0,209,11,2075
5408,0,3,0,13,27,4,0,0,0,0,47,11,2075
5409,0,9,0,1,29,51,5,0,0,0,95,11,2075
5411,0,2,0,0,12,16,4,0,0,0,34,11,2075
5412,0,6,0,1,19,23,3,0,0,0,52,11,2075
5413,0,7,0,0,22,38,11,1,0,0,79,11,2075
5414,0,1,0,0,12,17,4,0,0,0,34,11,2075
5415,0,2,0,1,13,7,0,0,0,0,23,11,2075
5416,0,3,0,21,34,7,0,0,0,0,65,11,2075
